1492149150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492153629 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492391918 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492396536 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492427871 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492428955 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492429801 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492507497 7 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492508229 8 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492571533 9 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492602897 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492604714 11 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492650649 12 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492746567 13 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492750584 14 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492763045 15 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1492999661 16 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493000106 17 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493000624 18 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493003373 19 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493031133 20 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493090820 21 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493107066 22 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493111477 23 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493116352 24 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493116817 25 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493283414 26 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493283600 27 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493285001 28 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493286506 29 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493291400 30 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493380059 31 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493380748 32 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493382413 33 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493804885 34 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493808668 35 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493894803 36 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493977002 37 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493983531 38 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1493983607 39 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1494211101 40 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1494227281 41 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1494240237 42 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1494241678 43 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1494301971 44 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1494307690 45 0 0 0 0 0 0 0 0 0 0 0 0 0 1
