1492149150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492153629 11 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492391918 398 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492396536 436 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492427871 311379 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492428955 313676 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492429801 313676 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492507497 317405 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492508229 317407 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492571533 317417 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492602897 317610 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492604714 317612 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492650649 317618 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492746567 317705 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492750584 317705 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492763045 318080 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1492999661 318080 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493000106 318080 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493000624 318080 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493003373 318091 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493031133 318555 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493090820 318570 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493107066 319217 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493111477 319222 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493116352 319224 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493116817 319225 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493283414 323171 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493283600 323171 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493285001 323195 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493286506 323214 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493291400 323303 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493380059 325621 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493380748 325621 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493382413 325622 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493804885 327436 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493808668 327459 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493894803 328125 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493977002 328638 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
1493983531 328660 0 0 0 0 0 0 0 0 0 0 0 0 0 10878128
